JournalCode|JournalLib|EcritureNum|EcritureDate|CompteNum|CompteLib|CompAuxNum|CompAuxLib|PieceRef|PieceDate|EcritureLib|Debit|Credit|EcritureLet|DateLet|ValidDate|Montantdevise|Idevise
AC|Journal des achats||20180113|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-0029 Web|20180113|D-2018-0029 : Renouvellement Noms de domaine 1&1 65,94e|10,99|0|P||20180301||
AC|Journal des achats||20180111|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-0030 Conseil|20180111|D-2018-0030 : Julie Preciat prestation de decembre|560,00|0|V||20180301||
AC|Journal des achats||20180111|40100000|Fournisseurs|401JUL|Julie Preciat|D-2018-0030 Conseil|20180111|D-2018-0030 : Julie Preciat prestation de decembre|0|3360,00|K||20180301||
AC|Journal des achats||20180104|62600000|Frais postaux et de télécommunications|62610000|Frais d'affranchissements|D-2018-0031 FG|20180104|D-2018-0031 : frais affranchissement la poste 17,08|17,08|0|E||20180301||
AC|Journal des achats||20180113|62600000|Frais postaux et de télécommunications|62680000|1&1 hébergement|D-2018-0029 Web|20180113|D-2018-0029 : Renouvellement Noms de domaine 1&1 65,94e|54,95|0|A||20180301||
AC|Journal des achats||20180111|60400000|Achats d'études et prestations de services|60410100|Sous-traitance conseil|D-2018-0030 Conseil|20180111|D-2018-0030 : Julie Preciat prestation de decembre|2800,00|0|B||20180301||
VE|Journal des ventes||20180122|70600000|Prestations de services|70600310|Outils formation continue|2018-014 FC|20180122|2018-014 : Cycle supérieur de management 2017-Journée de regroupement|0|4290,00|||20180301||
VE|Journal des ventes||20180122|41100000|Clients|411INTEP|INTEPF|2018-014 FC|20180122|2018-014 : Cycle supérieur de management 2017-Journée de regroupement|4290,00|0|||20180301||
VE|Journal des ventes||20180122|70600000|Prestations de services|70600310|Outils formation continue|2018-013 FC|20180122|2018-013 : Cycle sup-facture-séminaire inaugural|0|6200,00|||20180301||
VE|Journal des ventes||20180122|41100000|Clients|411INTEP|INTEPF|2018-012 FC|20180122|2018-012 : Cycle supérieur de management 2017-séminaire de clôture|4382,05|0|||20180301||
VE|Journal des ventes||20180122|70600000|Prestations de services|70600310|Outils formation continue|2018-012 FC|20180122|2018-012 : Cycle supérieur de management 2017-séminaire de clôture|0|4382,05|||20180301||
VE|Journal des ventes||20180122|70600000|Prestations de services|70600310|Outils formation continue|2018-011 FC|20180122|2018-011 : Formation nouvelles pratiques managériales service petite enfance|0|1275,00|||20180301||
VE|Journal des ventes||20180122|41100000|Clients|411TRAP|Mairie de Trappes en Yvelines|2018-011 FC|20180122|2018-011 : Formation nouvelles pratiques managériales service petite enfance|1275,00|0|||20180301||
AC|Journal des achats||20180105|60600000|Achats non stockés|60627000|Carburant|D-2018-0040 FG|20180105|D-2018-0040 : Carburant|54,67|0|||20180301||
VE|Journal des ventes||20180122|41100000|Clients|411INTEP|INTEPF|2018-013 FC|20180122|2018-013 : Cycle sup-facture-séminaire inaugural|6200,00|0|||20180301||
VE|Journal des ventes||20180122|70600000|Prestations de services|70600200|PS Conseil 19.6%|2018-010 Conseil|20180122|2018-010 : AO chef de service - coaching|0|1275,00|||20180301||
CA|Crédit Agricole||20180122|51200000|Banques|51214000|Crédit agricole| ||Cpte Sce Pros Pf N_1802200041435  - Cotisation|0|39,05|||20180301||
CAL|Crédit Agricole||20180122|51200000|Banques|512|Banques| ||Virement Emis  - Web Nicomak Treso Interne  - Treso Interne - 22/01/2018|0|13507,00|||20180301||
CA|Crédit Agricole||20180122|58100000|Virement de fonds|58100000|Virement de fonds| ||Virement En Votre Faveur  - Treso Interne Nicomak  - Treso Interne|0|13507,00|||20180301||
CA|Crédit Agricole||20180122|62700000|Services bancaires et assimilés|627|Services bancaires et assimilés| ||Cpte Sce Pros Pf N_1802200041435  - Cotisation|39,05|0|||20180301||
CAL|Crédit Agricole||20180122|58100000|Virement de fonds|58100000|Virement de fonds| ||Virement Emis  - Web Nicomak Treso Interne  - Treso Interne - 22/01/2018|13507,00|0|||20180301||
AC|Journal des achats||20180105|40100000|Fournisseurs|401INT|intermarche chapareillan|D-2018-0040 FG|20180105|D-2018-0040 : Carburant|0|65,60|||20180301||
CA|Crédit Agricole||20180122|51200000|Banques|51214000|Crédit agricole| ||Virement En Votre Faveur  - Treso Interne Nicomak  - Treso Interne|13507,00|0|||20180301||
VE|Journal des ventes||20180122|41100000|Clients|411HOP|Hopital Lucien Hussel / Centre Hospitalier (CH) - Vienne|2018-010 Conseil|20180122|2018-010 : AO chef de service - coaching|1275,00|0|||20180301||
AC|Journal des achats||20180105|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-0040 FG|20180105|D-2018-0040 : Carburant|10,93|0|||20180301||
AC|Journal des achats||20180123|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|AF-2018-001 FG|20180123|AF-2018-001 : Annule depense D-2017-1048 saisie 2 fois|0|48,25|||20180301||
CA|Crédit Agricole||20180123|58100000|Virement de fonds|58100000|Virement de fonds| ||Nicomak 032018022474317110000001  - Virement En Votre Faveur  - Treso Interne - 032018022474317110000001|0|5000,00|||20180301||
AC|Journal des achats||20180123|61500000|Entretien et réparations|61560000|Maintenance|AF-2018-001 FG|20180123|AF-2018-001 : Annule depense D-2017-1048 saisie 2 fois|0|241,35|||20180301||
AC|Journal des achats||20180123|40100000|Fournisseurs|401CES|CES Point S centre d'équipement savoyard|AF-2018-001 FG|20180123|AF-2018-001 : Annule depense D-2017-1048 saisie 2 fois|289,60|0|2017,2018, A||20180301||
CA|Crédit Agricole||20180123|51200000|Banques|51214000|Crédit agricole| ||Nicomak 032018022474317110000001  - Virement En Votre Faveur  - Treso Interne - 032018022474317110000001|5000,00|0|||20180301||
CA|Crédit Agricole|8|20180124|51200000|Banques|51214000|Crédit agricole|D-2018-0059 FG|20180122|Msft * Msbill. 22/01  - Paiement Par Carte|0|8,80|||20180301||
CA|Crédit Agricole|8|20180124|40100000|Fournisseurs|401MIC|Microsoft|D-2018-0059 FG|20180122|Msft * Msbill. 22/01  - Paiement Par Carte|8,80|0|G||20180301||
CA|Crédit Agricole||20180125|51200000|Banques|51214000|Crédit agricole|2017-264 FI|20171214|Esc Dijon - Bourgogne Bsb2018 01  - Virement En Votre Faveur  - Bsb2018 01 24|844,61|0|||20180301||
CA|Crédit Agricole||20180125|44500000|Etat - Taxes sur le chiffre d'affaires|4455|Taxes sur le chiffre d'affaires à décaisser| ||Dgfip  - Prelevmnt  - Tva-012018-3310ca3 - Fr46zzz005002 - 512511577dgfip20150cluoaig9nassb|27237,00|0|||20180301||
AC|Journal des achats||20180104|61300000|Locations|61320000|Locations Bureaux Savoie|D-2018-0042 FG|20180104|D-2018-0042 : Loyer 1er trimestre|3000,00|0|||20180301||
AC|Journal des achats||20180104|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-0042 FG|20180104|D-2018-0042 : Loyer 1er trimestre|600,00|0|||20180301||
CA|Crédit Agricole||20180125|40100000|Fournisseurs|401BOXTA|BOXTALE|D-2018-0056 FG|20180124|Paypal (europe) S.A.R.L. Et Cie., S  - Prelevmnt  - 1002449686125 Paypal - Lu96zzz0000000000000000058 - 4ajj224myykr2|13,78|0|A||20180301||
CA|Crédit Agricole||20180125|51200000|Banques|51214000|Crédit agricole|D-2018-0056 FG|20180124|Paypal (europe) S.A.R.L. Et Cie., S  - Prelevmnt  - 1002449686125 Paypal - Lu96zzz0000000000000000058 - 4ajj224myykr2|0|13,78|||20180301||
CA|Crédit Agricole||20180125|41100000|Clients|411ESCD|ESC Djon|2017-264 FI|20171214|Esc Dijon - Bourgogne Bsb2018 01  - Virement En Votre Faveur  - Bsb2018 01 24|0|844,61|||20180301||
CA|Crédit Agricole||20180125|51200000|Banques|51214000|Crédit agricole| ||Dgfip  - Prelevmnt  - Tva-012018-3310ca3 - Fr46zzz005002 - 512511577dgfip20150cluoaig9nassb|0|27237,00|||20180301||
CA|Crédit Agricole||20180125|41100000|Clients|411VIN|Vinci Construction|2017-252 FC|20171206|Vinci Construction Grands Projet  - Virement En Votre Faveur  - Vir Vinci Construction Grands Proje - Ts - F03263713|0|1300,00|||20180301||
AC|Journal des achats||20180104|40100000|Fournisseurs|401BONIF|BONIFACE PIERRE|D-2018-0042 FG|20180104|D-2018-0042 : Loyer 1er trimestre|0|3600,00|||20180301||
CA|Crédit Agricole||20180125|51200000|Banques|51214000|Crédit agricole|2017-252 FC|20171206|Vinci Construction Grands Projet  - Virement En Votre Faveur  - Vir Vinci Construction Grands Proje - Ts - F03263713|1300,00|0|||20180301||
VE|Journal des ventes||20180126|70600000|Prestations de services|70600100|PS Formation initiale 19.6%|2018-015 FI|20180126|2018-015 : Reconfiguration d'Ethimak|0|1800,00|||20180301||
VE|Journal des ventes||20180126|44500000|Etat - Taxes sur le chiffre d'affaires|44571200|TVA Collectée à 20%|2018-015 FI|20180126|2018-015 : Reconfiguration d'Ethimak|0|360,00|||20180301||
VE|Journal des ventes||20180126|41100000|Clients|411EMLY|EM Lyon|2018-015 FI|20180126|2018-015 : Reconfiguration d'Ethimak|2160,00|0|||20180301||
VE|Journal des ventes||20180126|70600000|Prestations de services|70600100|PS Formation initiale 19.6%|2018-016 FI|20180126|2018-016 : Ethimak MBA intervention du 4 janvier 2018|0|2000,00|||20180301||
VE|Journal des ventes||20180126|41100000|Clients|411EMLY|EM Lyon|2018-016 FI|20180126|2018-016 : Ethimak MBA intervention du 4 janvier 2018|2400,00|0|||20180301||
VE|Journal des ventes||20180126|44500000|Etat - Taxes sur le chiffre d'affaires|44571200|TVA Collectée à 20%|2018-016 FI|20180126|2018-016 : Ethimak MBA intervention du 4 janvier 2018|0|400,00|||20180301||
AC|Journal des achats||20180101|42100000|Personnel - rémunérations dues|421NFGIL|Notes de frais Laura Gilquin|D-2018-043 FG|20180101|D-2018-043 : NDF Laura Gilquin 1/2018 (FG)|0|70,40|||20180301||
AC|Journal des achats||20180101|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-043 FG|20180101|D-2018-043 : NDF Laura Gilquin 1/2018 (FG)|12,40|0|||20180301||
AC|Journal des achats||20180101|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-043 FG|20180101|D-2018-043 : NDF Laura Gilquin 1/2018 (FG)|14,60|0|||20180301||
AC|Journal des achats||20180101|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-043 FG|20180101|D-2018-043 : NDF Laura Gilquin 1/2018 (FG)|21,70|0|||20180301||
AC|Journal des achats||20180101|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-043 FG|20180101|D-2018-043 : NDF Laura Gilquin 1/2018 (FG)|21,70|0|||20180301||
VE|Journal des ventes||20180130|41100000|Clients|411VIL|Ville et communauté urbaine de Strasbourg|2018-018 FC|20180130|2018-018 : Animation formation pilote Jour 1 - école du management|1300,00|0|||20180301||
VE|Journal des ventes||20180130|70600000|Prestations de services|70600200|PS Conseil 19.6%|2018-017 Web|20180130|2018-017 : Licences Panorama|0|200,00|||20180301||
VE|Journal des ventes||20180130|41100000|Clients|411FAG|FAGG - AFMPS|2018-017 Web|20180130|2018-017 : Licences Panorama|200,00|0|||20180301||
VE|Journal des ventes||20180130|70600000|Prestations de services|70600310|Outils formation continue|2018-018 FC|20180130|2018-018 : Animation formation pilote Jour 1 - école du management|0|1300,00|||20180301||
AC|Journal des achats||20180101|42100000|Personnel - rémunérations dues|421NFLOU|Notes de frais Alice Lousson|D-2018-045 FG|20180101|D-2018-045 : NDF Alice Lousson 1/2018 (FG)|0|167,51|||20180301||
AC|Journal des achats||20180101|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-045 FG|20180101|D-2018-045 : NDF Alice Lousson 1/2018 (FG)|1,28|0|||20180301||
AC|Journal des achats||20180101|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-045 FG|20180101|D-2018-045 : NDF Alice Lousson 1/2018 (FG)|1,74|0|||20180301||
AC|Journal des achats||20180101|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-045 FG|20180101|D-2018-045 : NDF Alice Lousson 1/2018 (FG)|17,10|0|||20180301||
AC|Journal des achats||20180101|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-045 FG|20180101|D-2018-045 : NDF Alice Lousson 1/2018 (FG)|79,69|0|||20180301||
AC|Journal des achats||20180101|42100000|Personnel - rémunérations dues|421NFLOU|Notes de frais Alice Lousson|D-2018-044 FI|20180101|D-2018-044 : NDF Alice Lousson 1/2018 (FI)|0|2,80|||20180301||
AC|Journal des achats||20180101|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-044 FI|20180101|D-2018-044 : NDF Alice Lousson 1/2018 (FI)|1,40|0|||20180301||
AC|Journal des achats||20180101|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-045 FG|20180101|D-2018-045 : NDF Alice Lousson 1/2018 (FG)|58,40|0|||20180301||
AC|Journal des achats||20180101|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-045 FG|20180101|D-2018-045 : NDF Alice Lousson 1/2018 (FG)|9,30|0|||20180301||
AC|Journal des achats||20180101|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-044 FI|20180101|D-2018-044 : NDF Alice Lousson 1/2018 (FI)|1,40|0|||20180301||
VE|Journal des ventes||20180202|41100000|Clients|411CENT|Centre Hospitalier de Lille|2018-020 FC|20180202|2018-020 : Conférence et Ateliers sur le leadership|3200,00|0|||20180301||
VE|Journal des ventes||20180202|70600000|Prestations de services|70600310|Outils formation continue|2018-020 FC|20180202|2018-020 : Conférence et Ateliers sur le leadership|0|3200,00|||20180301||
AC|Journal des achats||20180101|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-069 FG|20180101|D-2018-069 : NDF Geoffroy Murat 1/2018 (FG)|5,36|0|||20180301||
AC|Journal des achats||20180101|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-069 FG|20180101|D-2018-069 : NDF Geoffroy Murat 1/2018 (FG)|6,00|0|||20180301||
AC|Journal des achats||20180101|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-069 FG|20180101|D-2018-069 : NDF Geoffroy Murat 1/2018 (FG)|1,80|0|||20180301||
AC|Journal des achats||20180101|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-069 FG|20180101|D-2018-069 : NDF Geoffroy Murat 1/2018 (FG)|2,42|0|||20180301||
AC|Journal des achats||20180101|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-069 FG|20180101|D-2018-069 : NDF Geoffroy Murat 1/2018 (FG)|3,09|0|||20180301||
AC|Journal des achats||20180101|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-069 FG|20180101|D-2018-069 : NDF Geoffroy Murat 1/2018 (FG)|7,48|0|||20180301||
AC|Journal des achats||20180101|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-069 FG|20180101|D-2018-069 : NDF Geoffroy Murat 1/2018 (FG)|5,17|0|||20180301||
AC|Journal des achats||20180101|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-069 FG|20180101|D-2018-069 : NDF Geoffroy Murat 1/2018 (FG)|4,55|0|||20180301||
AC|Journal des achats||20180101|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-069 FG|20180101|D-2018-069 : NDF Geoffroy Murat 1/2018 (FG)|14,90|0|||20180301||
AC|Journal des achats||20180101|60600000|Achats non stockés|60627000|Carburant|D-2018-069 FG|20180101|D-2018-069 : NDF Geoffroy Murat 1/2018 (FG)|29,97|0|||20180301||
AC|Journal des achats||20180101|60600000|Achats non stockés|60627000|Carburant|D-2018-069 FG|20180101|D-2018-069 : NDF Geoffroy Murat 1/2018 (FG)|37,37|0|||20180301||
AC|Journal des achats||20180101|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-069 FG|20180101|D-2018-069 : NDF Geoffroy Murat 1/2018 (FG)|57,00|0|||20180301||
AC|Journal des achats||20180101|61500000|Entretien et réparations|61561000|Maintenance matériel informatique|D-2018-069 FG|20180101|D-2018-069 : NDF Geoffroy Murat 1/2018 (FG)|25,83|0|||20180301||
AC|Journal des achats||20180101|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-069 FG|20180101|D-2018-069 : NDF Geoffroy Murat 1/2018 (FG)|1,65|0|||20180301||
AC|Journal des achats||20180101|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-069 FG|20180101|D-2018-069 : NDF Geoffroy Murat 1/2018 (FG)|10,00|0|||20180301||
AC|Journal des achats||20180101|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-069 FG|20180101|D-2018-069 : NDF Geoffroy Murat 1/2018 (FG)|12,55|0|||20180301||
AC|Journal des achats||20180101|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-069 FG|20180101|D-2018-069 : NDF Geoffroy Murat 1/2018 (FG)|14,85|0|||20180301||
AC|Journal des achats||20180101|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-069 FG|20180101|D-2018-069 : NDF Geoffroy Murat 1/2018 (FG)|9,60|0|||20180301||
AC|Journal des achats||20180101|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-070 Conseil|20180101|D-2018-070 : NDF Geoffroy Murat 1/2018 (Conseil)|45,00|0|||20180301||
AC|Journal des achats||20180101|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-069 FG|20180101|D-2018-069 : NDF Geoffroy Murat 1/2018 (FG)|61,00|0|||20180301||
AC|Journal des achats||20180101|42100000|Personnel - rémunérations dues|421NFMUR|Note de frais Geoffroy Murat|D-2018-070 Conseil|20180101|D-2018-070 : NDF Geoffroy Murat 1/2018 (Conseil)|0|63,95|||20180301||
AC|Journal des achats||20180101|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-070 Conseil|20180101|D-2018-070 : NDF Geoffroy Murat 1/2018 (Conseil)|0,40|0|||20180301||
VE|Journal des ventes||20180205|70600000|Prestations de services|70600400|PS Evenement Colloque 19.6%|2018-021 EV|20180205|2018-021 : Remboursement billets de train 21/12/2017|0|19,20|||20180301||
VE|Journal des ventes||20180205|41100000|Clients|411DDTR|DDT Rhône 69|2018-021 EV|20180205|2018-021 : Remboursement billets de train 21/12/2017|23,04|0|||20180301||
AC|Journal des achats||20180101|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-046 FG|20180101|D-2018-046 : NDF Laetitia Guibert 1/2018 (FG)|13,90|0|||20180301||
VE|Journal des ventes||20180205|44500000|Etat - Taxes sur le chiffre d'affaires|44571200|TVA Collectée à 20%|2018-021 EV|20180205|2018-021 : Remboursement billets de train 21/12/2017|0|3,84|||20180301||
AC|Journal des achats||20180101|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-070 Conseil|20180101|D-2018-070 : NDF Geoffroy Murat 1/2018 (Conseil)|1,66|0|||20180301||
AC|Journal des achats||20180101|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-070 Conseil|20180101|D-2018-070 : NDF Geoffroy Murat 1/2018 (Conseil)|4,05|0|||20180301||
AC|Journal des achats||20180101|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-069 FG|20180101|D-2018-069 : NDF Geoffroy Murat 1/2018 (FG)|0,48|0|||20180301||
AC|Journal des achats||20180101|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-069 FG|20180101|D-2018-069 : NDF Geoffroy Murat 1/2018 (FG)|0,54|0|||20180301||
AC|Journal des achats||20180101|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-069 FG|20180101|D-2018-069 : NDF Geoffroy Murat 1/2018 (FG)|1,00|0|||20180301||
AC|Journal des achats||20180101|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-069 FG|20180101|D-2018-069 : NDF Geoffroy Murat 1/2018 (FG)|0,45|0|||20180301||
AC|Journal des achats||20180101|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-069 FG|20180101|D-2018-069 : NDF Geoffroy Murat 1/2018 (FG)|0,31|0|||20180301||
AC|Journal des achats||20180101|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-070 Conseil|20180101|D-2018-070 : NDF Geoffroy Murat 1/2018 (Conseil)|12,84|0|||20180301||
AC|Journal des achats||20180101|42100000|Personnel - rémunérations dues|421NFMUR|Note de frais Geoffroy Murat|D-2018-069 FG|20180101|D-2018-069 : NDF Geoffroy Murat 1/2018 (FG)|0|314,62|||20180301||
AC|Journal des achats||20180101|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-069 FG|20180101|D-2018-069 : NDF Geoffroy Murat 1/2018 (FG)|1,25|0|||20180301||
AC|Journal des achats||20180101|60400000|Achats d'études et prestations de services|60420000|Frais de formation|D-2018-068 FC|20180101|D-2018-068 : NDF Geoffroy Murat 1/2018 (FC)|13,00|0|||20180301||
AC|Journal des achats||20180201|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-049 FG|20180201|D-2018-049 : NDF Laetitia Guibert 2/2018 (FG)|3,60|0|||20180301||
AC|Journal des achats||20180201|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-049 FG|20180201|D-2018-049 : NDF Laetitia Guibert 2/2018 (FG)|6,67|0|||20180301||
AC|Journal des achats||20180201|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-049 FG|20180201|D-2018-049 : NDF Laetitia Guibert 2/2018 (FG)|9,31|0|||20180301||
AC|Journal des achats||20180201|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-049 FG|20180201|D-2018-049 : NDF Laetitia Guibert 2/2018 (FG)|2,62|0|||20180301||
AC|Journal des achats||20180201|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-049 FG|20180201|D-2018-049 : NDF Laetitia Guibert 2/2018 (FG)|2,62|0|||20180301||
AC|Journal des achats||20180201|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-049 FG|20180201|D-2018-049 : NDF Laetitia Guibert 2/2018 (FG)|2,50|0|||20180301||
AC|Journal des achats||20180201|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-049 FG|20180201|D-2018-049 : NDF Laetitia Guibert 2/2018 (FG)|2,50|0|||20180301||
AC|Journal des achats||20180201|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-049 FG|20180201|D-2018-049 : NDF Laetitia Guibert 2/2018 (FG)|9,67|0|||20180301||
AC|Journal des achats||20180201|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-049 FG|20180201|D-2018-049 : NDF Laetitia Guibert 2/2018 (FG)|10,55|0|||20180301||
AC|Journal des achats||20180201|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-049 FG|20180201|D-2018-049 : NDF Laetitia Guibert 2/2018 (FG)|46,53|0|||20180301||
AC|Journal des achats||20180201|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-049 FG|20180201|D-2018-049 : NDF Laetitia Guibert 2/2018 (FG)|47,45|0|||20180301||
AC|Journal des achats||20180201|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-049 FG|20180201|D-2018-049 : NDF Laetitia Guibert 2/2018 (FG)|40,00|0|||20180301||
AC|Journal des achats||20180201|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-049 FG|20180201|D-2018-049 : NDF Laetitia Guibert 2/2018 (FG)|13,08|0|||20180301||
AC|Journal des achats||20180201|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-049 FG|20180201|D-2018-049 : NDF Laetitia Guibert 2/2018 (FG)|11,40|0|||20180301||
AC|Journal des achats||20180201|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-049 FG|20180201|D-2018-049 : NDF Laetitia Guibert 2/2018 (FG)|13,08|0|||20180301||
AC|Journal des achats||20180201|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-049 FG|20180201|D-2018-049 : NDF Laetitia Guibert 2/2018 (FG)|2,50|0|||20180301||
AC|Journal des achats||20180201|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-049 FG|20180201|D-2018-049 : NDF Laetitia Guibert 2/2018 (FG)|1,93|0|||20180301||
AC|Journal des achats||20180126|60600000|Achats non stockés|60640000|Achats fournitures administatives|D-2018-0050 FG|20180126|D-2018-0050 : Cartouches ecoburotic 122,88e chq|102,40|0|||20180301||
AC|Journal des achats||20180201|42100000|Personnel - rémunérations dues|421NFGUI|Notes de frais Laetitia Guibert|D-2018-049 FG|20180201|D-2018-049 : NDF Laetitia Guibert 2/2018 (FG)|0|290,14|A||20180301||
AC|Journal des achats||20180201|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-049 FG|20180201|D-2018-049 : NDF Laetitia Guibert 2/2018 (FG)|0,37|0|||20180301||
AC|Journal des achats||20180126|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-0050 FG|20180126|D-2018-0050 : Cartouches ecoburotic 122,88e chq|20,48|0|||20180301||
AC|Journal des achats||20180126|40100000|Fournisseurs|401ECO|ecoburotic|D-2018-0050 FG|20180126|D-2018-0050 : Cartouches ecoburotic 122,88e chq|0|122,88|||20180301||
AC|Journal des achats||20180101|42100000|Personnel - rémunérations dues|421NFMUR|Note de frais Geoffroy Murat|D-2018-068 FC|20180101|D-2018-068 : NDF Geoffroy Murat 1/2018 (FC)|0|591,32|||20180301||
AC|Journal des achats||20180101|62600000|Frais postaux et de télécommunications|62610000|Frais d'affranchissements|D-2018-051 FG|20180101|D-2018-051 : NDF Pierre Boniface 1/2018 (FG)|124,80|0|||20180301||
AC|Journal des achats||20180201|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-049 FG|20180201|D-2018-049 : NDF Laetitia Guibert 2/2018 (FG)|0,37|0|||20180301||
AC|Journal des achats||20180201|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-049 FG|20180201|D-2018-049 : NDF Laetitia Guibert 2/2018 (FG)|0,50|0|||20180301||
AC|Journal des achats||20180201|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-049 FG|20180201|D-2018-049 : NDF Laetitia Guibert 2/2018 (FG)|1,83|0|||20180301||
AC|Journal des achats||20180201|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-049 FG|20180201|D-2018-049 : NDF Laetitia Guibert 2/2018 (FG)|1,90|0|||20180301||
AC|Journal des achats||20180201|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-049 FG|20180201|D-2018-049 : NDF Laetitia Guibert 2/2018 (FG)|1,83|0|||20180301||
AC|Journal des achats||20180201|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-049 FG|20180201|D-2018-049 : NDF Laetitia Guibert 2/2018 (FG)|1,33|0|||20180301||
